GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
12120	Cache, OK Urban Cluster	C	3986913	0	       1.539	       0.000	 34.630180	 -98.629863                                                                                                              
12133	Cactus, TX Urban Cluster	C	1904469	0	       0.735	       0.000	 36.039681	-101.999794                                                                                                             
12160	Cadillac, MI Urban Cluster	C	22621507	4761096	       8.734	       1.838	 44.248143	 -85.415876                                                                                                    
12187	Cadiz, KY Urban Cluster	C	5668110	12602	       2.188	       0.005	 36.864616	 -87.820443                                                                                                          
12214	Cadiz, OH Urban Cluster	C	4474129	332	       1.727	       0.000	 40.265314	 -80.988254                                                                                                            
12241	Cairo, GA Urban Cluster	C	16785552	157083	       6.481	       0.061	 30.876091	 -84.205905                                                                                                        
12268	Cairo, IL Urban Cluster	C	4930202	1421	       1.904	       0.001	 37.013870	 -89.180625                                                                                                           
12295	Calais, ME Urban Cluster	C	4410956	0	       1.703	       0.000	 45.178899	 -67.275223                                                                                                             
12322	Caldwell, OH Urban Cluster	C	7278846	48684	       2.810	       0.019	 39.741273	 -81.535625                                                                                                       
12349	Caldwell, TX Urban Cluster	C	7878915	48477	       3.042	       0.019	 30.531315	 -96.700624                                                                                                       
12376	Caledonia, MN Urban Cluster	C	4462188	571	       1.723	       0.000	 43.632790	 -91.493598                                                                                                        
12457	Calhoun, GA Urban Cluster	C	85652897	479453	      33.071	       0.185	 34.477731	 -84.920398                                                                                                      
12511	California, MO Urban Cluster	C	5859951	32934	       2.263	       0.013	 38.630336	 -92.568251                                                                                                     
12565	California City, CA Urban Cluster	C	19514057	104459	       7.534	       0.040	 35.122358	-117.966018                                                                                              
12592	Calipatria, CA Urban Cluster	C	2661784	0	       1.028	       0.000	 33.124883	-115.512646                                                                                                         
12646	Calistoga, CA Urban Cluster	C	6721955	47145	       2.595	       0.018	 38.581408	-122.582696                                                                                                      
12700	Camano, WA Urban Cluster	C	17183720	128605	       6.635	       0.050	 48.159122	-122.472428                                                                                                       
12713	Camano North, WA Urban Cluster	C	5160297	0	       1.992	       0.000	 48.213081	-122.528459                                                                                                       
12754	Camarillo, CA Urbanized Area	U	56961545	24048	      21.993	       0.009	 34.231343	-119.034717                                                                                                    
12781	Cambria, CA Urban Cluster	C	9220822	0	       3.560	       0.000	 35.559226	-121.091512                                                                                                            
12808	Cambridge, MD Urban Cluster	C	22432431	348446	       8.661	       0.135	 38.562477	 -76.077314                                                                                                    
12835	Cambridge, MN Urban Cluster	C	25658071	1286919	       9.907	       0.497	 45.533196	 -93.235204                                                                                                   
12862	Cambridge, OH Urban Cluster	C	25500950	9978	       9.846	       0.004	 40.017438	 -81.578297                                                                                                      
12872	Cambridge, WI Urban Cluster	C	4531000	1493347	       1.749	       0.577	 43.002181	 -89.002427                                                                                                    
12889	Cambridge City, IN Urban Cluster	C	7919885	413878	       3.058	       0.160	 39.807266	 -85.151127                                                                                                
12890	Cambridge Springs, PA Urban Cluster	C	2092688	0	       0.808	       0.000	 41.801559	 -80.059681                                                                                                  
12916	Camden, AR Urban Cluster	C	30713879	22456	      11.859	       0.009	 33.559942	 -92.845911                                                                                                        
12943	Camden, ME Urban Cluster	C	7714427	2362	       2.979	       0.001	 44.206573	 -69.081430                                                                                                          
12970	Camden, SC Urban Cluster	C	40708569	1288210	      15.718	       0.497	 34.259627	 -80.595476                                                                                                      
12997	Camden, TN Urban Cluster	C	10463432	0	       4.040	       0.000	 36.059683	 -88.103641                                                                                                            
13024	Camdenton, MO Urban Cluster	C	7577526	0	       2.926	       0.000	 38.005994	 -92.758460                                                                                                          
13051	Cameron, MO Urban Cluster	C	10486872	83736	       4.049	       0.032	 39.742652	 -94.238676                                                                                                       
13078	Cameron, TX Urban Cluster	C	7998856	0	       3.088	       0.000	 30.858592	 -96.978420                                                                                                            
13132	Camilla, GA Urban Cluster	C	13882792	0	       5.360	       0.000	 31.215096	 -84.188358                                                                                                           
13159	Campbellsville, KY Urban Cluster	C	20054514	301015	       7.743	       0.116	 37.352554	 -85.346495                                                                                               
13170	Camp Verde, AZ Urban Cluster	C	16179326	0	       6.247	       0.000	 34.589325	-111.874508                                                                                                        
13177	Canadian, TX Urban Cluster	C	3863429	0	       1.492	       0.000	 35.909872	-100.383689                                                                                                           
13221	Canby, OR Urban Cluster	C	12916784	55146	       4.987	       0.021	 45.265090	-122.688395                                                                                                         
13240	Cannon Falls, MN Urban Cluster	C	7033213	86282	       2.716	       0.033	 44.509501	 -92.902051                                                                                                   
13267	Cañon City, CO Urban Cluster	C	50254213	31525	      19.403	       0.012	 38.438739	-105.212346                                                                                                    
13294	Canton, IL Urban Cluster	C	16710975	0	       6.452	       0.000	 40.564329	 -90.032578                                                                                                            
13321	Canton, MS Urban Cluster	C	27619077	317453	      10.664	       0.123	 32.616925	 -90.022124                                                                                                       
13348	Canton, NY Urban Cluster	C	8434959	234290	       3.257	       0.090	 44.596390	 -75.163596                                                                                                        
13375	Canton, OH Urbanized Area	U	431102006	3042433	     166.449	       1.175	 40.827898	 -81.430086                                                                                                    
13402	Canton, SD Urban Cluster	C	2980478	0	       1.151	       0.000	 43.302592	 -96.588259                                                                                                             
13429	Canton, TX Urban Cluster	C	11408670	50125	       4.405	       0.019	 32.549287	 -95.868917                                                                                                        
13456	Canyon, TX Urban Cluster	C	15949061	16480	       6.158	       0.006	 34.983868	-101.918783                                                                                                        
13483	Canyon Lake, TX Urban Cluster	C	16926066	19553	       6.535	       0.008	 29.867717	 -98.275628                                                                                                   
13510	Cape Coral, FL Urbanized Area	U	855066853	107291240	     330.143	      41.425	 26.602496	 -81.842176                                                                                              
13537	Cape Girardeau, MO--IL Urbanized Area	U	90717181	174299	      35.026	       0.067	 37.332328	 -89.585831                                                                                          
13550	Captain Cook, HI Urban Cluster	C	10839505	0	       4.185	       0.000	 19.485122	-155.904787                                                                                                      
13564	Carbondale, CO Urban Cluster	C	5479830	0	       2.116	       0.000	 39.397310	-107.215665                                                                                                         
13591	Carbondale, IL Urbanized Area	U	126000615	2579135	      48.649	       0.996	 37.748873	 -89.065603                                                                                                
13618	Carey, OH Urban Cluster	C	3721273	0	       1.437	       0.000	 40.950435	 -83.384422                                                                                                              
13645	Caribou, ME Urban Cluster	C	6348281	45526	       2.451	       0.018	 46.855956	 -68.008237                                                                                                        
13699	Carlinville, IL Urban Cluster	C	7351654	0	       2.838	       0.000	 39.279166	 -89.880261                                                                                                        
13753	Carlisle, IA Urban Cluster	C	3872512	42798	       1.495	       0.017	 41.500208	 -93.492609                                                                                                       
13807	Carlsbad, NM Urban Cluster	C	56818946	706244	      21.938	       0.273	 32.399376	-104.234137                                                                                                     
13821	Carlton, OR Urban Cluster	C	9786343	0	       3.779	       0.000	 45.317017	-123.173609                                                                                                            
13834	Carlyle, IL Urban Cluster	C	6576261	0	       2.539	       0.000	 38.611183	 -89.387204                                                                                                            
13850	Carmel Valley Village, CA Urban Cluster	C	7519687	115866	       2.903	       0.045	 36.468948	-121.730643                                                                                         
13861	Carmi, IL Urban Cluster	C	6424870	14612	       2.481	       0.006	 38.086740	 -88.171043                                                                                                          
13915	Caro, MI Urban Cluster	C	9135465	2184	       3.527	       0.001	 43.493157	 -83.394155                                                                                                            
13969	Carrizo Springs, TX Urban Cluster	C	10098251	41587	       3.899	       0.016	 28.524135	 -99.850979                                                                                               
13996	Carroll, IA Urban Cluster	C	11911535	0	       4.599	       0.000	 42.070722	 -94.863917                                                                                                           
14023	Carrollton, GA Urban Cluster	C	116839251	2569823	      45.112	       0.992	 33.591427	 -85.043487                                                                                                 
14050	Carrollton, KY Urban Cluster	C	9374975	207349	       3.620	       0.080	 38.686228	 -85.143056                                                                                                    
14077	Carrollton, MO Urban Cluster	C	5620498	0	       2.170	       0.000	 39.363063	 -93.493303                                                                                                         
14104	Carrollton, OH Urban Cluster	C	6184408	0	       2.388	       0.000	 40.579076	 -81.090358                                                                                                         
14158	Carson City, NV Urbanized Area	U	59794624	156253	      23.087	       0.060	 39.155541	-119.753121                                                                                                 
14185	Cartersville, GA Urbanized Area	U	130997124	294778	      50.578	       0.114	 34.192470	 -84.828245                                                                                               
14212	Carthage, IL Urban Cluster	C	4207279	0	       1.624	       0.000	 40.414539	 -91.135019                                                                                                           
14239	Carthage, MS Urban Cluster	C	10752004	4487	       4.151	       0.002	 32.745504	 -89.536353                                                                                                       
14266	Carthage, MO Urban Cluster	C	23502009	0	       9.074	       0.000	 37.166692	 -94.323934                                                                                                          
14320	Carthage, TN Urban Cluster	C	7505570	323755	       2.898	       0.125	 36.246910	 -85.950420                                                                                                      
14347	Carthage, TX Urban Cluster	C	18006400	0	       6.952	       0.000	 32.157973	 -94.342947                                                                                                          
14374	Caruthersville, MO Urban Cluster	C	7391322	267	       2.854	       0.000	 36.185441	 -89.665252                                                                                                   
14401	Casa Grande, AZ Urbanized Area	U	57679384	0	      22.270	       0.000	 32.908117	-111.739560                                                                                                      
14428	Casey, IL Urban Cluster	C	4437144	0	       1.713	       0.000	 39.301530	 -87.987465                                                                                                              
14455	Cashmere, WA Urban Cluster	C	7316678	59440	       2.825	       0.023	 47.519246	-120.493708                                                                                                       
14482	Casper, WY Urbanized Area	U	78551313	495312	      30.329	       0.191	 42.836277	-106.320225                                                                                                      
14536	Cassville, MO Urban Cluster	C	10725129	13226	       4.141	       0.005	 36.688323	 -93.870102                                                                                                     
14556	Castle Dale, UT Urban Cluster	C	6802037	0	       2.626	       0.000	 39.221676	-111.033524                                                                                                        
14570	Castle Rock, WA Urban Cluster	C	6169509	103700	       2.382	       0.040	 46.271852	-122.903918                                                                                                   
14590	Castroville, TX Urban Cluster	C	9879382	57485	       3.814	       0.022	 29.344409	 -98.882152                                                                                                    
14644	Catskill, NY Urban Cluster	C	10381499	114656	       4.008	       0.044	 42.212825	 -73.869612                                                                                                     
14671	Cazenovia, NY Urban Cluster	C	4044094	0	       1.561	       0.000	 42.937043	 -75.855432                                                                                                          
14698	Cedar City, UT Urban Cluster	C	43431832	0	      16.769	       0.000	 37.694517	-113.100443                                                                                                        
14705	Cedaredge, CO Urban Cluster	C	8369902	0	       3.232	       0.000	 38.858356	-107.953216                                                                                                          
14752	Cedar Rapids, IA Urbanized Area	U	216174797	1975562	      83.466	       0.763	 41.998597	 -91.663308                                                                                              
14779	Cedar Springs, MI Urban Cluster	C	4963939	170096	       1.917	       0.066	 43.219408	 -85.553023                                                                                                 
14806	Cedartown, GA Urban Cluster	C	22408003	75977	       8.652	       0.029	 34.010658	 -85.250283                                                                                                     
14833	Cedarville, OH Urban Cluster	C	2705936	90026	       1.045	       0.035	 39.748424	 -83.812177                                                                                                     
14860	Celina, OH Urban Cluster	C	11761386	100975	       4.541	       0.039	 40.553648	 -84.564783                                                                                                       
14887	Center, TX Urban Cluster	C	15044638	0	       5.809	       0.000	 31.792989	 -94.179973                                                                                                            
14914	Centerville, IA Urban Cluster	C	8685522	0	       3.353	       0.000	 40.730632	 -92.870897                                                                                                        
14968	Central City, NE Urban Cluster	C	4366313	0	       1.686	       0.000	 41.114711	 -98.003415                                                                                                       
14995	Central City--Greenville, KY Urban Cluster	C	20112624	42647	       7.766	       0.016	 37.200404	 -87.171968                                                                                      
15022	Centralia, IL Urban Cluster	C	30555046	168449	      11.797	       0.065	 38.517291	 -89.132952                                                                                                    
15049	Centralia, MO Urban Cluster	C	4730651	0	       1.827	       0.000	 39.208964	 -92.135508                                                                                                          
15076	Centralia, WA Urban Cluster	C	81772738	746239	      31.573	       0.288	 46.729136	-122.982797                                                                                                    
15083	Centre, AL Urban Cluster	C	26419767	6177663	      10.201	       2.385	 34.179499	 -85.656496                                                                                                      
15090	Centreville, MD Urban Cluster	C	6247941	0	       2.412	       0.000	 39.042570	 -76.064135                                                                                                        
15103	Century, FL--AL Urban Cluster	C	7417641	110907	       2.864	       0.043	 30.968076	 -87.259986                                                                                                   
15130	Chadron, NE Urban Cluster	C	4940027	0	       1.907	       0.000	 42.828507	-103.004283                                                                                                            
15157	Chaffee, MO Urban Cluster	C	3380745	4167	       1.305	       0.002	 37.181180	 -89.657848                                                                                                         
15184	Chambersburg, PA Urbanized Area	U	96782066	46082	      37.368	       0.018	 39.935090	 -77.645272                                                                                                 
15211	Champaign, IL Urbanized Area	U	121402763	372109	      46.874	       0.144	 40.098548	 -88.247740                                                                                                  
15238	Chandler, OK Urban Cluster	C	5642049	30542	       2.178	       0.012	 35.702864	 -96.878862                                                                                                       
15265	Chanute, KS Urban Cluster	C	13781469	27516	       5.321	       0.011	 37.676018	 -95.459986                                                                                                       
15292	Chaparral, NM Urban Cluster	C	27753379	0	      10.716	       0.000	 32.024650	-106.378856                                                                                                         
15319	Chardon, OH Urban Cluster	C	23310291	104609	       9.000	       0.040	 41.572344	 -81.209090                                                                                                      
15346	Chariton, IA Urban Cluster	C	5963852	0	       2.303	       0.000	 41.015351	 -93.305626                                                                                                           
15373	Charles City, IA Urban Cluster	C	10179274	175651	       3.930	       0.068	 43.065283	 -92.677850                                                                                                 
15400	Charleston, IL Urban Cluster	C	18969410	18802	       7.324	       0.007	 39.486341	 -88.176077                                                                                                    
15427	Charleston, MS Urban Cluster	C	4980965	20062	       1.923	       0.008	 34.007653	 -90.055166                                                                                                     
15454	Charleston, MO Urban Cluster	C	9491385	28401	       3.665	       0.011	 36.907300	 -89.349156                                                                                                     
15481	Charleston, WV Urbanized Area	U	254627272	18412301	      98.312	       7.109	 38.380421	 -81.690908                                                                                               
15508	Charleston--North Charleston, SC Urbanized Area	U	759884168	29135572	     293.393	      11.249	 32.902255	 -80.015543                                                                             
15535	Charlestown, IN Urban Cluster	C	9051006	46671	       3.495	       0.018	 38.445711	 -85.673162                                                                                                    
15562	Charlestown, NH Urban Cluster	C	6482495	0	       2.503	       0.000	 43.250913	 -72.417035                                                                                                        
15589	Charlestown, RI Urban Cluster	C	10854120	113914	       4.191	       0.044	 41.384597	 -71.621423                                                                                                  
15600	Charles Town--Ranson, WV Urban Cluster	C	48116828	69594	      18.578	       0.027	 39.297579	 -77.857921                                                                                          
15616	Charlevoix, MI Urban Cluster	C	11729384	12707	       4.529	       0.005	 45.309113	 -85.251857                                                                                                    
15643	Charlotte, MI Urban Cluster	C	23090756	522758	       8.915	       0.202	 42.568394	 -84.835291                                                                                                    
15670	Charlotte, NC--SC Urbanized Area	U	1919503044	92689312	     741.124	      35.788	 35.249654	 -80.815826                                                                                           
15697	Charlotte Amalie--Tutu, VI Urban Cluster	C	62937340	354136	      24.300	       0.137	 18.343435	 -64.922061                                                                                       
15724	Charlottesville, VA Urbanized Area	U	89561811	841376	      34.580	       0.325	 38.057542	 -78.483837                                                                                             
15751	Chase City, VA Urban Cluster	C	4974292	0	       1.921	       0.000	 36.801925	 -78.462877                                                                                                         
15769	Chatfield, MN Urban Cluster	C	4051903	0	       1.564	       0.000	 43.847655	 -92.185076                                                                                                          
15805	Chattahoochee, FL Urban Cluster	C	6644657	57364	       2.566	       0.022	 30.699064	 -84.846679                                                                                                  
15832	Chattanooga, TN--GA Urbanized Area	U	777431106	19843406	     300.168	       7.662	 35.058645	 -85.211137                                                                                          
15859	Cheboygan, MI Urban Cluster	C	9028004	192580	       3.486	       0.074	 45.639155	 -84.476836                                                                                                     
15886	Checotah, OK Urban Cluster	C	3259479	0	       1.258	       0.000	 35.470179	 -95.527683                                                                                                           
15913	Chelan, WA Urban Cluster	C	12634402	217520	       4.878	       0.084	 47.832632	-120.007335                                                                                                       
15940	Chelsea, MI Urban Cluster	C	10906829	133352	       4.211	       0.051	 42.311438	 -84.017371                                                                                                      
15967	Cheney, WA Urban Cluster	C	7986129	0	       3.083	       0.000	 47.490567	-117.583303                                                                                                             
15994	Cheraw, SC Urban Cluster	C	16276953	110595	       6.285	       0.043	 34.692689	 -79.914000                                                                                                       
16021	Cherokee, IA Urban Cluster	C	4743744	0	       1.832	       0.000	 42.754457	 -95.551834                                                                                                           
16048	Cherokee Village, AR Urban Cluster	C	17440946	1447842	       6.734	       0.559	 36.305457	 -91.531423                                                                                            
16075	Cherryville, NC Urban Cluster	C	15123262	31598	       5.839	       0.012	 35.382722	 -81.381857                                                                                                   
16102	Chesapeake Beach, MD Urban Cluster	C	65846809	413629	      25.424	       0.160	 38.730593	 -76.647249                                                                                             
16140	Chesnee, SC Urban Cluster	C	10751858	27531	       4.151	       0.011	 35.141589	 -81.859807                                                                                                       
16156	Chester, IL Urban Cluster	C	12865433	31757	       4.967	       0.012	 37.917056	 -89.824157                                                                                                       
16171	Chester, NY Urban Cluster	C	9360429	3420	       3.614	       0.001	 41.362707	 -74.278079                                                                                                         
16183	Chester, SC Urban Cluster	C	17924511	12333	       6.921	       0.005	 34.707497	 -81.213333                                                                                                       
16210	Chestertown, MD Urban Cluster	C	10206220	724944	       3.941	       0.280	 39.214499	 -76.063775                                                                                                  
16223	Chetek, WI Urban Cluster	C	7362865	469378	       2.843	       0.181	 45.310185	 -91.646965                                                                                                        
16237	Cheyenne, WY Urbanized Area	U	90989403	282336	      35.131	       0.109	 41.141090	-104.806118                                                                                                    
16264	Chicago, IL--IN Urbanized Area	U	6326226789	105573208	    2442.570	      40.762	 41.827126	 -87.895427                                                                                            
16291	Chickasha, OK Urban Cluster	C	25939914	96542	      10.015	       0.037	 35.032213	 -97.952197                                                                                                     
16318	Chico, CA Urbanized Area	U	89120313	137474	      34.410	       0.053	 39.750248	-121.843748                                                                                                       
16372	Childress, TX Urban Cluster	C	7010846	0	       2.707	       0.000	 34.427361	-100.213205                                                                                                          
16426	Chillicothe, MO Urban Cluster	C	19545801	25837	       7.547	       0.010	 39.796065	 -93.551176                                                                                                   
16453	Chillicothe, OH Urban Cluster	C	44685991	377635	      17.253	       0.146	 39.345962	 -83.005219                                                                                                  
16480	Chilton, WI Urban Cluster	C	4781883	26545	       1.846	       0.010	 44.029033	 -88.156324                                                                                                        
16534	Chinle, AZ Urban Cluster	C	8765093	35915	       3.384	       0.014	 36.155386	-109.582207                                                                                                         
16561	Chino Valley, AZ Urban Cluster	C	32190776	0	      12.429	       0.000	 34.763797	-112.467858                                                                                                      
16588	Chipley, FL Urban Cluster	C	9706692	0	       3.748	       0.000	 30.777037	 -85.539973                                                                                                            
16615	Chisholm, MN Urban Cluster	C	4117835	69307	       1.590	       0.027	 47.487825	 -92.883150                                                                                                       
16642	Chittenango, NY Urban Cluster	C	5551113	4283	       2.143	       0.002	 43.048383	 -75.878237                                                                                                     
16696	Chowchilla, CA Urban Cluster	C	11818107	0	       4.563	       0.000	 37.114810	-120.248020                                                                                                        
16750	Christiansted, VI Urban Cluster	C	91230162	97610	      35.224	       0.038	 17.725245	 -64.780792                                                                                                 
16777	Christopher, IL Urban Cluster	C	7418801	20718	       2.864	       0.008	 37.976686	 -89.061257                                                                                                    
16831	Church Point, LA Urban Cluster	C	6905877	0	       2.666	       0.000	 30.404173	 -92.216171                                                                                                       
16858	Churchville, NY Urban Cluster	C	4937360	11825	       1.906	       0.005	 43.096277	 -77.911449                                                                                                    
16885	Cincinnati, OH--KY--IN Urbanized Area	U	2040314556	24672260	     787.770	       9.526	 39.185505	 -84.462043                                                                                      
16912	Circleville, OH Urban Cluster	C	19007331	311114	       7.339	       0.120	 39.605129	 -82.937356                                                                                                  
16939	Cisco, TX Urban Cluster	C	6357307	0	       2.455	       0.000	 32.384114	 -98.982366                                                                                                              
17047	Clanton, AL Urban Cluster	C	17302026	47199	       6.680	       0.018	 32.859117	 -86.651536                                                                                                       
17074	Clare, MI Urban Cluster	C	15976273	857092	       6.168	       0.331	 43.850230	 -84.855992                                                                                                        
17101	Claremont, NH Urban Cluster	C	13588848	38460	       5.247	       0.015	 43.374025	 -72.354033                                                                                                     
17128	Claremore, OK Urban Cluster	C	53906238	65492	      20.813	       0.025	 36.295445	 -95.635401                                                                                                     
17155	Clarinda, IA Urban Cluster	C	6158814	0	       2.378	       0.000	 40.739111	 -95.038714                                                                                                           
17182	Clarion, IA Urban Cluster	C	3744029	0	       1.446	       0.000	 42.728561	 -93.729411                                                                                                            
17209	Clarion, PA Urban Cluster	C	17249456	263666	       6.660	       0.102	 41.212332	 -79.382285                                                                                                      
17236	Clarksburg, WV Urban Cluster	C	99729863	264545	      38.506	       0.102	 39.284691	 -80.329376                                                                                                   
17263	Clarksdale, MS Urban Cluster	C	22014568	16607	       8.500	       0.006	 34.196976	 -90.574560                                                                                                    
17290	Clarksville, AR Urban Cluster	C	17439030	137599	       6.733	       0.053	 35.471860	 -93.474714                                                                                                  
17317	Clarksville, TN--KY Urbanized Area	U	283762428	486936	     109.561	       0.188	 36.576674	 -87.345509                                                                                            
17344	Clarksville, TX Urban Cluster	C	7246418	0	       2.798	       0.000	 33.611534	 -95.056076                                                                                                        
17371	Claxton, GA Urban Cluster	C	8201912	79703	       3.167	       0.031	 32.160363	 -81.917014                                                                                                        
17398	Clay Center, KS Urban Cluster	C	5608573	0	       2.165	       0.000	 39.379980	 -97.124005                                                                                                        
17420	Clayton, GA Urban Cluster	C	10102296	7555	       3.901	       0.003	 34.888409	 -83.396186                                                                                                        
17452	Clearfield, PA Urban Cluster	C	14572490	446976	       5.626	       0.173	 41.014806	 -78.438800                                                                                                   
17479	Clearlake, CA Urban Cluster	C	18854603	10193	       7.280	       0.004	 38.948609	-122.627477                                                                                                     
17506	Clear Lake, IA Urban Cluster	C	17482376	44401	       6.750	       0.017	 43.141886	 -93.375489                                                                                                    
17514	Clearlake Riviera, CA Urban Cluster	C	7974635	4029	       3.079	       0.002	 38.958341	-122.743606                                                                                               
17524	Clearwood, WA Urban Cluster	C	3409084	829947	       1.316	       0.320	 46.823528	-122.473754                                                                                                     
17533	Cleburne, TX Urban Cluster	C	45131319	256816	      17.425	       0.099	 32.339414	 -97.398481                                                                                                     
17560	Cle Elum, WA Urban Cluster	C	7795729	0	       3.010	       0.000	 47.202248	-120.958191                                                                                                           
17625	Cleveland, GA Urban Cluster	C	12272555	36054	       4.738	       0.014	 34.589682	 -83.755352                                                                                                     
17641	Cleveland, MS Urban Cluster	C	21156135	0	       8.168	       0.000	 33.743594	 -90.723322                                                                                                         
17668	Cleveland, OH Urbanized Area	U	2000803657	15271915	     772.515	       5.897	 41.443638	 -81.605443                                                                                               
17695	Cleveland, OK Urban Cluster	C	4020995	0	       1.553	       0.000	 36.307052	 -96.467305                                                                                                          
17722	Cleveland, TN Urbanized Area	U	141411074	119768	      54.599	       0.046	 35.175402	 -84.851227                                                                                                  
17749	Cleveland, TX Urban Cluster	C	23179112	0	       8.950	       0.000	 30.344012	 -95.085689                                                                                                         
17776	Clewiston, FL Urban Cluster	C	11882521	245373	       4.588	       0.095	 26.748046	 -80.931190                                                                                                    
17803	Clifton, AZ Urban Cluster	C	8714837	85633	       3.365	       0.033	 33.046865	-109.309401                                                                                                        
17830	Clifton, TX Urban Cluster	C	5624891	84332	       2.172	       0.033	 31.782235	 -97.578621                                                                                                        
17857	Clifton Forge, VA Urban Cluster	C	9982155	124766	       3.854	       0.048	 37.816269	 -79.817711                                                                                                 
17870	Clifton Springs, NY Urban Cluster	C	11216416	0	       4.331	       0.000	 42.971316	 -77.230473                                                                                                   
17884	Clinton, IL Urban Cluster	C	11386451	11337	       4.396	       0.004	 40.155826	 -88.963843                                                                                                       
17911	Clinton, IN Urban Cluster	C	10018533	34109	       3.868	       0.013	 39.663151	 -87.406451                                                                                                       
17938	Clinton, IA--IL Urban Cluster	C	42717100	3455088	      16.493	       1.334	 41.841691	 -90.203302                                                                                                 
17965	Clinton, MO Urban Cluster	C	14107732	183370	       5.447	       0.071	 38.368899	 -93.768559                                                                                                      
17992	Clinton, NC Urban Cluster	C	20637292	84352	       7.968	       0.033	 35.002355	 -78.328741                                                                                                       
18019	Clinton, OK Urban Cluster	C	9133613	0	       3.527	       0.000	 35.510138	 -98.976674                                                                                                            
18046	Clinton, SC Urban Cluster	C	23843437	69151	       9.206	       0.027	 34.457513	 -81.871813                                                                                                       
18100	Clintonville, WI Urban Cluster	C	5855403	501360	       2.261	       0.194	 44.623220	 -88.761128                                                                                                  
18127	Cloquet, MN Urban Cluster	C	24385854	585986	       9.415	       0.226	 46.707427	 -92.438093                                                                                                      
18154	Clover, SC Urban Cluster	C	14308210	29347	       5.524	       0.011	 35.102669	 -81.222927                                                                                                        
18181	Cloverdale, CA Urban Cluster	C	8725303	0	       3.369	       0.000	 38.803364	-123.015911                                                                                                         
18208	Clovis, NM Urban Cluster	C	58346190	239845	      22.528	       0.093	 34.414716	-103.214782                                                                                                       
18235	Clyde, OH Urban Cluster	C	8447887	133708	       3.262	       0.052	 41.304327	 -82.982461                                                                                                         
18262	Clyde, TX Urban Cluster	C	7357860	0	       2.841	       0.000	 32.404032	 -99.498761                                                                                                              
18289	Coalinga, CA Urban Cluster	C	15370922	79727	       5.935	       0.031	 36.144147	-120.352062                                                                                                      
18316	Coamo, PR Urban Cluster	C	47907674	42115	      18.497	       0.016	 18.058767	 -66.369846                                                                                                         
18343	Cobleskill, NY Urban Cluster	C	8176957	9387	       3.157	       0.004	 42.682075	 -74.498893                                                                                                      
18370	Cochran, GA Urban Cluster	C	11947953	185988	       4.613	       0.072	 32.390238	 -83.346608                                                                                                      
18383	Coco--Salinas, PR Urban Cluster	C	19773006	45968	       7.634	       0.018	 17.972547	 -66.291245                                                                                                 
18397	Cody, WY Urban Cluster	C	16438597	29888	       6.347	       0.012	 44.522764	-109.050402                                                                                                          
18424	Coeburn, VA Urban Cluster	C	6797778	44078	       2.625	       0.017	 36.942388	 -82.472704                                                                                                        
18451	Coeur d'Alene, ID Urbanized Area	U	122356530	1670685	      47.242	       0.645	 47.706650	-116.763683                                                                                             
